商家名稱,地址,營業電話,營業時間,網址,描述,類別
普拉提中心 KX Pilates 內湖店,114 臺北市內湖區成功路四段6號2樓,營業電話：0227929968,營業時間：早上10點至晚間8點,https://kxpilates.com.tw/,"座落於台北人的後花園，坐擁自然美景依山傍水，鄰近內湖捷運站交通便捷，生活機能優異，KX引進全球流行的動態彼拉提斯核心床訓練，為保障學員上課品質及安全, 課程採一人一床預約制，全課程由KX Academy培訓認證且教學經驗豐富的KX Pilates師資團隊授課，店內提供舒適淋浴間及廁所、置物櫃、吹風機等，讓你輕鬆運動，享受全身性訓練的暢快，邀請您一同感受KX彼拉提斯核心床的魅力！ 動滋券適用品項：",
IR跑創運動 戶外與線上課程,116 臺北市文山區木新路二段79巷6弄20號一樓,營業電話：0922634733,營業時間：跑創運動行銷有限公司,https://www.irsports.com.tw/,我們希望跑步可以很有趣，而且也很有意義，因此我們成立了跑創運動：一個將跑步和生活結合在一起的專業團隊，也是一個大家可以一起訓練、一同成長的社群。,
台北運動健身中心 民生店,104 臺北市中山區民生東路一段29號B1,營業電話：25212717,營業時間：24小時,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"業界首創各式方案：分鐘、次數、包月、1對1教練課 網友大推，不綁約/不辦卡/不收入會費！ 提供專業教練指導/舒適的運動環境/種類頗多的器材/免費健身諮詢！ 用5倍卷消費1千送5百、2千送1千以此類推最多5千送2500 學生首辦月費只要499 社青首辦月費只要599 【超高CP值一對一私人教練課】 買10堂送10堂一對一教練課 共20堂現在只要15,666元 選擇適合你的方案 一家報名2家都可使用 24小時服務專Line:@a0965153456 動滋券適用品項：",
永動定律健身訓練工作室,104 臺北市中山區長安東路二段204號,營業電話：0277307927,營業時間：採預約制,https://perpetualfitness.mystrikingly.com/,「溫暖」的堅持 我們極度注重視空間環境，無論是色彩、燈光、空氣及溫度，任何細節皆不馬虎，我們就像您第二個家。 教練既身為指導者，亦是陪伴者，訓練之路會伴隨著各種生理、心理變化及挑戰，您不孤單，我們將成為您堅強的後盾。 「專業」的堅持 集結鑽研各個領域之教練，視專業為必需的基本能力，詳細紀錄學員每個進步的過程，更進一步在不同的學員上進行個別化調整，同時最大化教練價值及學員收穫，並極力推廣健身於中高齡族群，共同對抗社會高齡化現象。 「自我挑戰」的堅持 任何科學結論及專業知識皆是日異月新的，健身科學尤其如此，更時常發現「經驗法則領先於科學」的特性。「讀萬卷書」及「行萬里路」對於永動定律團隊而言是同等重要的。我們隨時跟進科學研究，也不間斷的身體力行參與訓練，唯有文武並行之下，方能在教學上帶您繞開不必要的冤枉路。 動滋券適用品項：,
The Prince Adventure,105 臺北市松山區台北市南京東路四段2號1樓之12,營業電話：0225554867,營業時間：週一至週日 12:00-19:00,https://www.outdoor.org.tw,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Pulse Gym 台北建國店,104 臺北市中山區建國北路一段96號,營業電話：0225150200,營業時間：週一到週日 AM9:00~PM11:00,https://www.pulsegym.com.tw/,KAHOTEK嘉和智能科技旗下Pulse Gym 健身房，以科技智慧大健康的理念推進健身房，定位與傳統健身產業區隔，透過教練的運動專業，服務的溫暖，將冰冷的科技暖化並系統化融入顧客的健康生活中，展現專業、溫暖、親切、趨勢特點，在健身健康產業中扮演先驅者的角色。 動滋券適用品項：,
SuperFIT極度塑身,100 臺北市中正區延平南路21號5樓,營業電話：0225376578,營業時間：星期一至星期五，下午1：00至晚上10：00,https://superfit.com.tw/,SuperFIT矢志於幫助人們達成健康勻稱的體態，藉由改善不健康的飲食習慣，結合運動指導達到個人塑身最佳化的理想效果。 動滋券適用品項：,
IGYM 愛健身萬大館,108 臺北市萬華區萬大路200號地下樓,營業電話：0223321688,營業時間：平日7:00-23:00  假日7:00-23:00,http://www.igym.com,採用頂級MATRIX 健身器材、Crossfit區域，並有私人教練一對一教學。場館健身區多為自然採光，乾淨、明亮、舒適。 館內皆有教練可詢問重量訓練、阻力訓練、 TRX 懸吊式訓練、心肺運動、 有氧運動等相關資訊，提供您專業健身知識與器材正確使用姿勢，由於自行重訓的受傷案例時有所聞，因此建議為自己找一位專業的私人教練，增加健身目標的進度與效果。 動滋券適用品項：運動場館-健身,
Pulse Gym 台北中山店,103 臺北市大同區南京西路30號2樓,營業電話：0225522892,營業時間：週一到週日 AM10:00~PM11:00,https://www.pulsegym.com.tw/,KAHOTEK嘉和智能科技旗下Pulse Gym 健身房，以科技智慧大健康的理念推進健身房，定位與傳統健身產業區隔，透過教練的運動專業，服務的溫暖，將冰冷的科技暖化並系統化融入顧客的健康生活中，展現專業、溫暖、親切、趨勢特點，在健身健康產業中扮演先驅者的角色。 動滋券適用品項：,
Jungle Center叢零體適能中心,105 臺北市松山區公園路258號405,營業電話：0227668966,營業時間：12:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,┎━━━━━━━┒ 隨心所欲，叢零開始 ┖━━━━━━━┚ 座落於台北市松山區的「Jungle叢零」，為全台最大的”體適能培訓旗艦中心”，不只見樹，更讓我們看見多元叢林。整合體適能、普拉提與禪柔的高規格培訓設備，創造多元平台，讓我們可以隨心所欲地享受，優化我們在運動表現上的感官體驗。 邁向健康的道路有很多種，藉由體適能、普拉提跟禪柔，如同叢林物種富饒多元，共生、共存且共榮；就如同我們的使命『叢零開始扎根，讓健康就此萌芽』。 ┎━━━━━━━━┒ 因防疫而生的運動空間 ┖━━━━━━━━┚ 疫情的影響，已不可抹滅，後疫情世代，提升自我免疫力更不容小覷，為了讓運動更安心，更放心，我們不惜斥資千萬，讓位於大地之母的Jungle，充滿沁人心脾的甘美空氣。除了獨立空氣清淨設備與全時段濕度控制，還配有紫光殺菌，甚至連輔具都選用AIREX特殊材料製成，達到抗菌、抑菌的目的。 動滋券適用品項：,
社團法人台灣世界少棒聯盟會,114 臺北市內湖區民權東路6段11巷39-1號5樓,營業電話：0227911991,營業時間：週一至周五 9:30-17:30,https://www.tllb.org.tw/,"簡稱:台灣世界少棒聯盟或TLLB 為世界少棒聯盟（Little League Baseball）總會於台灣區之官方認證分區組織。 自2022年起，負責台灣區Little League Baseball（LLB）所有事務， 包含台灣地區LLB及社區棒球推廣、球隊登錄、選拔賽…等。 動滋券適用品項：協會_其他體育運動協會,辦比賽",
Curves可爾姿芝山文林店,111 臺北市士林區蘭興里文林路７６２號２樓,營業電話：0228370020,營業時間：週一~週五14:30-20:30；週六10:00-13:00,https://www.curves.com.tw/,Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (02)28370020 *店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：,
中華武術總會,105 臺北市松山區八德路三段120號11樓,營業電話：0225793100,營業時間：每周一至周五早上9:00-17:30,https://www.taiwankungfu.org.tw/index.html,民國78年(西元1989年)9月30日，由武學耆老黃善德先生與多位愛好中華武術武學者所共同發起成立的武術性質團體，其發起單位為臺北市國術會。,
300壯士跨時健身中心-西門店,108 臺北市萬華區福星里漢口街二段73號地下,營業電話：0223319777,營業時間：24小時,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,為了健康很多人將運動養成習慣 尋求減壓放鬆 除非您不在意健康 否則從今天起您一定要認識300壯士跨時代健身中心 我們24小實為您服務 動滋券適用品項：,
巧姿瑜珈企業社,100 臺北市中正區懷寧街74號7樓,營業電話：0223616699,營業時間：9:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
黑蝙蝠速度溜冰隊,115 臺北市南港區南港區東明街5號,營業電話：0926352736,營業時間：11:00~22:00,https://tpblackbat.org/,本團隊主要訓練速度型選手，總教練更是國家A級裁判、國家級教練，針對不同速度型選手給予不同的建議以及指導。 本團隊不僅在賽場上有優異的表現，曾經在2017國慶大典代表中華電信進行遊行以及2018年元旦升旗表演、2019年元旦遊行、2020年台北燈節…等等大型活動，更是許多媒體的新寵兒。 總教練堅持不斷的創新、改變，帶著對於滑輪溜冰的熱情，致力推廣滑輪溜冰。 我們相信，唯有努力不懈，才有更好的未來。 動滋券適用品項：傳播媒體,
Dr.Stretch,103 臺北市大同區承德路一段一號,營業電話：21828888,營業時間：AM11-PM9,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
臺北市內湖運動中心,114 臺北市內湖區洲子街12號,營業電話：0226562869,營業時間：06:00-22:00,https://nhsc.cyc.org.tw/,"館內設施有游泳池、健身房、兒童體適能館、籃球場、壁球場、桌球場、撞球場及羽球場等運動設施。另有各項專業運動課程，歡迎所有愛好運動的民眾。 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,球類_其他球類,水域運動_游泳,戶外運動類_攀岩","動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,球類_其他球類,水域運動_游泳,戶外運動類_攀岩"
瘋桌遊大安店,106 臺北市大安區通化街28巷2號1樓,營業電話：0227036003,營業時間：14:00~22:00、週日14:00~20:00  (週二、週四公休),https://www.phantasia.tw/booking/index/2,歡迎光臨❤️瘋桌遊大安店！我們是一家專門提供桌上遊戲的店家，讓您和朋友們在桌面上盡情展開精彩的遊戲競技。,
驊采整合行銷股份有限公司,104 臺北市中山區建國北路一段71號4樓,營業電話：0287722055,營業時間：0900-1800,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"運動賽會及活動行銷公關舉辦。 近期舉辦過： 第11屆【2023臺灣國際觀鳥馬拉松】 2023美利達兆豐銀行彰化經典百K 動滋券適用品項：戶外運動類_馬拉松/路跑,戶外運動類_自由車","動滋券適用品項：戶外運動類_馬拉松/路跑,戶外運動類_自由車"
虹約健康專業核心運動訓練中心,106 臺北市大安區羅斯福路二段41號6樓之1,營業電話：0223918933,營業時間：週一至週五 9:00-21:00、週六 9:00-17:00,https://www.irisdream.com.tw/index.asp,◎ 企業理念： 虹約健康企業社以將全方位健康概念提供給大眾為服務宗旨，以追求「全民健康」為目標。虹約全體員工均經過專業培訓，致力於提供最正確的健康資訊及醫療級的專業服務。虹約所提供優質、專業的運動課程及相關商品，以期讓人人能夠「加強核心肌群，打造完美身形，享受健康人生」。 ◎ 服務內涵包括： 核心運動的推廣與教學、師資培訓與派遣、提供身體/姿態評估及健康諮詢、與企業合作提供健康職場規劃諮詢與服務、健康生活相關商品之經銷與代購、健康資訊出版業等。 ◎ 『 虹約 』的企業識別以彩虹為主體，並佐上幸福的色彩，代表著與國人一同追求健康平安喜樂的彩虹約定為目標。 動滋券適用品項：其他_運動舞蹈,
高菖國際企業有限公司,111 臺北市士林區忠誠路一段21號,營業電話：0228352101,營業時間：12:00-21:00,https://www.columbuscycling.net/,本店為捷安特績優經銷商，於天母地區在地經營三十年的資深經驗，始終秉持永續經營的理念服務廣大車友。提供最專業的維修調校、諮詢服務及完整的各大品牌周邊商品 動滋券適用品項：,
桃園領航猿籃球隊,114 臺北市內湖區新湖一路218號3樓,營業電話：0277350888,營業時間：0900-1700,https://pyct-basketball.com.tw/,璞園建築團隊於2020年加入P. League+台灣職業籃球聯盟，並成立「桃園領航猿」籃球隊，發展屬地主義，與桃園在地結合。 動滋券適用品項：,
閃動格子 台北旗艦店,104 臺北市中山區德惠街23號地下樓,營業電話：0266057090,營業時間：每天 09:00-23:00,https://www.cybercube.com.tw/,"《閃動格子》的故事充滿了激情和創新的精神。我們的根基來自於《光穹遊戲》，光穹在2018年以 ""Spotlight Yourself"" 為核心理念， 致力於為玩家提供高品質的遊戲體驗。光穹遊戲的創立初衷是讓每一位玩家能夠親手創造獨特的回憶，透過精緻的劇情和充滿情感的遊戲內容，讓玩家彷彿身臨其境，深度沉浸於遊戲的世界中。 隨著時間的推移，光穹遊戲逐漸積累了豐富的遊戲設計經驗，並且對玩家需求有了更深入的了解。在這樣的基礎上，2023年底，光穹遊戲踏上了一段全新的冒險旅程。 我們融合了創辦人們的專業優勢以及多年來所積累的豐富知識，成立了全新的子公司 ——《閃動格子》。 《閃動格子》是台灣首家融合感應式LED地磚和體感遊戲的創新公司。我們的遊戲系統以賽博龐克風格為主題，通過感應地磚為玩家提供前所未有的多人挑戰體驗。 這款遊戲獨具匠心，玩家在不同顏色的感應磚上跳躍和奔跑，挑戰各種關卡。遊戲不僅考驗玩家的反應速度，還融合了運動和視覺享受，帶來一種全新的刺激和娛樂體驗。 《閃動格子》的誕生，既是光穹遊戲理念的延續，也是一個全新的創新篇章。我們希望透過這款獨特的體感互動遊戲， 為玩家們帶來更多激動人心的冒險與挑戰，並繼續陪伴每一位玩家，共同探索和創造屬於自己的難忘故事。 動滋券適用品項：其他_其他",
珕體能工作室,114 臺北市內湖區成功路五段79號1樓,營業電話：0226307765,營業時間：預約制,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
sofit,104 臺北市中山區臺北市 中山區 江寧里民權東路３段２號１５樓,營業電話：0277259899,營業時間：9:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,人生旅途中，面對鎖事不斷的家務，壓力繁重的工作，難免疲倦、感到不耐、偶爾迷惘，希望能在城市中找到一隅綠洲，可以大叫狂舞，也能恣意放鬆，感受自在歡愉，補充生命能量，那就來SoFit，一起忘情揮灑吧! 挑戰自我極限，提升身心強度，感受正向能量，來SoFit發現新的自己。 動滋券適用品項：,
MOTIVACTION恆動,110 臺北市信義區仁愛路四段518號,營業電話：0227208289,營業時間：一到五9:00-21:00,https://page.motivaction518.com/,器械皮拉提斯訓練動作控制 紅繩懸吊解決動作控制代償問題 一對一/一對二/多元小班團課 物理治療師帶領專業國際認證師資團隊 動滋券適用品項：運動保健,
HiFIT運動空間,106 臺北市大安區復興南路一段125號3樓,營業電話：0287733770,營業時間：10:00~22:00,https://www.hifit2016.com,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
心育瑜珈教室,104 臺北市中山區龍江路329號2F,營業電話：0925513503,營業時間：依課表上課時間營業,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,小班制的運動環境讓每位老師都可以幫助你調整到最有感的位置! 一起來心育大爆汗吧 (有伸展瑜珈，空中瑜珈，懸吊訓練， 肌力訓練等等....) 動滋券適用品項：運動場館-瑜珈,
皇朝國際旅行社股份有限公司,104 臺北市中山區長安東路2段181號4樓之1,營業電話：0287736060,營業時間：9:00-18:30,https://www.iplaytrip.com/,穿越過無數深潭與峽谷...溯溪，來到了一般人無法抵達的地方。 攀過層層樹冠，在樹梢上享受著很美好午茶時光。 踏過台灣各地大街小巷的愛玩家，只為了一個目的，獲得心裡最真切的感動。 動滋券適用品項：,
中華民國棒球協會,114 臺北市內湖區安康路22巷33號4樓,營業電話：27931828,營業時間：09:00-17:00,http://www.ctba.org.tw/index.php,中華民國棒球協會成立於民國62年2月28日，成立宗旨為發展棒球運動、辦理全國性及國際性棒球賽會，藉以提高技術水準、增進國民健康及發揚運動精神。,
Sunvis陽光活力中心,104 臺北市中山區松江路122號B1,營業電話：0225622128,營業時間：週一至週五，上午十點至晚上九點；週六上午十點至下午五點；週日休館,https://www.sunshine.org.tw/service/area/sunvis,專為中高齡及亞健康族群設計的運動服務，由醫師、治療師、運動教練組成的訓練團隊，提供肌力訓練、瑜伽、皮拉提斯、拳擊有氧等運動課程。有團體課及私人教練課等。 動滋券適用品項：運動場館-樂齡/兒童綜合體適能(含親子場館),
中華運動競技教育發展協會,104 臺北市中山區農安街227巷28號3樓,營業電話：0225234668,營業時間：10:00-16:00,https://jeunesse.race8.net/,提供基層選手交流球技，體驗羽球運動/競技所帶來的樂趣與成就感，並進一步帶動全家（父母親）對羽球運動的參與，培養親子間共同的興趣，創造難忘的回憶，以邁向全民健康運動的目標。 動滋券適用品項：,
星球體能工作室,103 臺北市大同區承德路3段61號3樓,營業電話：0989163903,營業時間：0800-2200,https://www.instagram.com/planetsport_studio/,"運動教室，提供TRX、肌力有氧、空中瑜珈多種課程 動滋券適用品項：運動場館-樂齡/兒童綜合體適能(含親子場館),其他_跳繩",
Curves 可爾姿南京復興店,104 臺北市中山區南京東路三段208號5樓,營業電話：0227118908,營業時間：週一~週五10:00-13:30&15:30-21:00/週六 10-13:00,https://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *預約專線：27118908 *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",
舞動陽光關渡國小運動中心,112 臺北市北投區一德里中央北路四段５８１號,營業電話：0228912847,營業時間：周一至周五>18:00-22:00    周六及周日>08:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,(捷運關渡站2號出口步行約5分鐘) 室內溫水游泳池全年對外開放、綜合球場、停車場24H小時對外開放。 門票: 半 票50元(關渡國小持學生證、7歲以下及65歲以上民眾) 優待票80元(持有學生證之學生) 全 票100元(一德里里民8折) 羽球:早場300元/時 晚場400元/時 『停車』 開放時間:24小時 每小時20元 汽車月租3000元/月 動滋券適用品項：,
橘子貓瑜珈-文山館,116 臺北市文山區羅斯福路六段107號,營業電話：0229343589,營業時間：週一至週五 9:00~18:00,https://tttrips.com/themes/yoga,橘子貓瑜珈願和所有愛好瑜珈，學習瑜伽、生活在瑜珈裡的夥伴們，一起在瑜珈世界裡探索。以「瑜珈」這把鑰匙，開啟共同生命的美好大門。 動滋券適用品項：,
貓牛瑜伽 Bidala Go Yoga Studio,104 臺北市中山區五常街97號一樓,營業電話：0978944908,營業時間：預約制,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
晴乒乓桌球教室,105 臺北市松山區南京東路三段331號地下一層,營業電話：0227128656,營業時間：周一~周五  12:00 - 21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,台北小巨蛋旁桌球教室，提供專業乒乓球課程 兒童/國中/高中/團體/一對一/夏令營 體驗課教學 哈達瑜珈 專業教練 企業包班 動滋券適用品項：,
TMMA 台北格鬥運動館 內科館,114 臺北市內湖區內湖路一段411巷10-2號,營業電話：02-2658-1177,營業時間：週一~週五 10:00~22:00、週六~週日 10:00~19:00,http://www.tmma.com.tw,TMMA致力將格鬥運動帶入生活，授課風格活潑生動，讓學員循序漸進增強自信及實力。達到健身、塑身、防身的效果。藉此開創大眾對格鬥運動全新的感受與經驗。 動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,動滋券適用品項：格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術
Gogofly,110 臺北市信義區忠孝東路五段478號5樓,營業電話：0227293665,營業時間：每日,https://www.fttw.com.tw/page/flight/,來到花蓮，除了去太魯閣、七星潭、農場、賞鯨，你還能有什麼選擇？ 當然要試試現在最潮、最酷、最帥的自己開飛機囉！,
鍛鍊基地,104 臺北市中山區台北市中山區長春路410號2樓,營業電話：0922556600,營業時間：9:30~21:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,訓練紮根，循序漸進的獲得健康與強壯；Base還有基地、據點的意思，是我們的核心價值，代表著我們群體的每位學員，都是志同道合的夥伴，在Workout Base齊聚一堂，一同吶喊、一同流汗、一同邁向健康。 動滋券適用品項：運動場館-健身,
中華民國體育運動舞蹈總會,104 臺北市中山區朱崙街20號806室,營業電話：0287711501,營業時間：10:00~18:00,http://www.ctdsf.org.tw/,本會以推廣體育運動舞蹈，以達正當休閒體育運動之全民化，提昇我國體育運動舞蹈之水準，並淨化社會風氣為宗旨。 動滋券適用品項：,
海猿潛水俱樂部,104 臺北市中山區民權東路2段92巷1弄16號1樓,營業電話：0987895995,營業時間：09:30~18:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,潛水的目的不是只有打漁跟獵殺~ 海猿潛水俱樂部的宗旨:1:把美麗的海洋世界介紹給大家 2:讓大家深入的了解海洋 3:提倡正確安全的潛水知識及水上活動守則 海洋並不可怕~可怕的一些不懂裝懂的人及自以為是逞強的人，任何活動都有一定的法則及知識~玩得安全、玩得愉快才叫休閒 營業項目: 潛水教學、潛水旅遊、潛水用品。 動滋券適用品項：,
亞運撞球飛鏢旗艦館,114 臺北市內湖區成功路4段68號地下2樓,營業電話：27908666,營業時間：平日中午12點到零晨2點/假日上午10點營業,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,燈光明亮，場地寬廣，全場16桌Brunswick進口球台，主桌為最新六代球台，1台進口標準三顆星球台，交通便利，位於捷運文湖線內湖站走路3分鐘，鄰近公有停車場。 動滋券適用品項：球類_撞球,動滋券適用品項：球類_撞球
夢想健身師大會館,100 臺北市中正區臺北市 中正區 羅斯福路三段１４０巷２號、２－１號１樓,營業電話：23650123,營業時間：周一-周五 早上9點-晚上10點 週六早上9點-晚上6點,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Curves可爾姿北醫世貿店,110 臺北市信義區莊敬路３２５巷６０號３樓,營業電話：23459995,營業時間：平日11:00~13:30;16:00~21:00，週六10:00~13:00,https://www.curves.com.tw/,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 02-23459995 *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：運動場館-健身",
迷火佛拉明哥舞坊,105 臺北市松山區南京東路三段303巷8弄3號1樓,營業電話：0227182011,營業時間：週一至週五：11:00-21:30，週六：11:00-17:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,舞蹈是人類的原始本能，也是一種原始慾望。 迷火佛拉明哥舞坊的教學，是引導學員用喜悅的心，在生活中舞蹈。跳舞的目的是為了抒發情感，展現肢體的美感，用身體讚頌生命。 動滋券適用品項：其他_運動舞蹈,
夢想體育學院新生公園館,104 臺北市中山區新生北路三段105號1樓,營業電話：0225953997,營業時間：05:30-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,給你一個懷抱夢想的地方 從小培養；重拾學習 讓我們一起來追逐夢想 找回純真的願望 夢想體育學院 給您- 安全的場地 專業的師資 舒適的環境 還有一個夢想 動滋券適用品項：,
UFCGym Taiwan,106 臺北市大安區臺北市 大安區 安和路一段27號地下二樓,營業電話：0287733772,營業時間：0700-0000,https://www.ufcgym.com.tw,訓練每一天 UFC 冠軍是世界上最訓練有素的運動員，要在 Octagon® 八角擂台比賽中贏得冠軍，每一天的訓練都不能鬆懈，且必須掌握多種兼具高力量高耐力的武術派別！雖然他們所長的技能各有不同，但只要擁有堅定的決心，在每一次挫折中檢討並重新站起，不論是能力或是意志都從未減弱！ TRAIN DIFFERENT® 正是從這種強烈求勝的心態中萌生：UFC GYM 透過了解每一位 UFC Fighter，深入分析他們的訓練內容、營養攝取、專項技術顧問及教練，綜合多面相的專業知識提供給每一位運動員最佳的菁英培訓方案！,
捷安特,106 臺北市大安區信義路三段102號,營業電話：0227000788,營業時間：11:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
G-SQUARE 健身中心,106 臺北市大安區臺北市大安區光復南路180巷2號2樓,營業電話：27119556,營業時間：9:00~21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,巨平方是引進先進訓練設備與健身系統的健身房。 從增肌減脂、年長者訓練到運動表現等目標，全面提升你的體適能，更自信地追求人生。 動滋券適用品項：,
菲特邦健康管理,104 臺北市中山區中山北路二段77巷14號三樓,營業電話：0921446338,營業時間：09:00-18:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,菲特邦健康管理，專精於中高齡健康促進課程，於台北中山區、台北大安區及台東共設有3處中高齡專門運動空間；另針對中高齡、身心障礙、企業團體、學童等族群，提供行動教室服務，派任專業師資到府提供運動課程指導、諮詢與培訓。合作夥伴包括各縣市體育、衛生、社會等局，及民間銀髮機構、基金會、醫院、私人企業、學校等。自2013年起，已服務超過3000個據點及單位、15個縣市、10萬名學員。 動滋券適用品項：,
