store_id,商家名稱,地址,營業電話,營業時間,網址,描述,類別,官方類別_自動,自訂類別,is_active,,,,,,,,,,,,,,id
158,普拉提中心 KX Pilates 內湖店,114 臺北市內湖區成功路四段6號2樓,227929968,早上10點至晚間8點,https://kxpilates.com.tw/,"座落於台北人的後花園，坐擁自然美景依山傍水，鄰近內湖捷運站交通便捷，生活機能優異，KX引進全球流行的動態彼拉提斯核心床訓練，為保障學員上課品質及安全, 課程採一人一床預約制，全課程由KX Academy培訓認證且教學經驗豐富的KX Pilates師資團隊授課，店內提供舒適淋浴間及廁所、置物櫃、吹風機等，讓你輕鬆運動，享受全身性訓練的暢快，邀請您一同感受KX彼拉提斯核心床的魅力！ 動滋券適用品項：",,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
159,IR跑創運動 戶外與線上課程,116 臺北市文山區木新路二段79巷6弄20號一樓,922634733,跑創運動行銷有限公司,https://www.irsports.com.tw/,我們希望跑步可以很有趣，而且也很有意義，因此我們成立了跑創運動：一個將跑步和生活結合在一起的專業團隊，也是一個大家可以一起訓練、一同成長的社群。,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
160,台北運動健身中心 民生店,104 臺北市中山區民生東路一段29號B1,25212717,24小時,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"業界首創各式方案：分鐘、次數、包月、1對1教練課 網友大推，不綁約/不辦卡/不收入會費！ 提供專業教練指導/舒適的運動環境/種類頗多的器材/免費健身諮詢！ 用5倍卷消費1千送5百、2千送1千以此類推最多5千送2500 學生首辦月費只要499 社青首辦月費只要599 【超高CP值一對一私人教練課】 買10堂送10堂一對一教練課 共20堂現在只要15,666元 選擇適合你的方案 一家報名2家都可使用 24小時服務專Line:@a0965153456 動滋券適用品項：",,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
161,永動定律健身訓練工作室,104 臺北市中山區長安東路二段204號,277307927,採預約制,https://perpetualfitness.mystrikingly.com/,「溫暖」的堅持 我們極度注重視空間環境，無論是色彩、燈光、空氣及溫度，任何細節皆不馬虎，我們就像您第二個家。 教練既身為指導者，亦是陪伴者，訓練之路會伴隨著各種生理、心理變化及挑戰，您不孤單，我們將成為您堅強的後盾。 「專業」的堅持 集結鑽研各個領域之教練，視專業為必需的基本能力，詳細紀錄學員每個進步的過程，更進一步在不同的學員上進行個別化調整，同時最大化教練價值及學員收穫，並極力推廣健身於中高齡族群，共同對抗社會高齡化現象。 「自我挑戰」的堅持 任何科學結論及專業知識皆是日異月新的，健身科學尤其如此，更時常發現「經驗法則領先於科學」的特性。「讀萬卷書」及「行萬里路」對於永動定律團隊而言是同等重要的。我們隨時跟進科學研究，也不間斷的身體力行參與訓練，唯有文武並行之下，方能在教學上帶您繞開不必要的冤枉路。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
162,The Prince Adventure,105 臺北市松山區臺北市南京東路四段2號1樓之12,225554867,週一至週日 12:00-19:00,https://www.outdoor.org.tw,,,其他,其他,,,,,,,,,,,,,,,
163,Pulse Gym 台北建國店,104 臺北市中山區建國北路一段96號,225150200,週一到週日 AM9:00~PM11:00,https://www.pulsegym.com.tw/,KAHOTEK嘉和智能科技旗下Pulse Gym 健身房，以科技智慧大健康的理念推進健身房，定位與傳統健身產業區隔，透過教練的運動專業，服務的溫暖，將冰冷的科技暖化並系統化融入顧客的健康生活中，展現專業、溫暖、親切、趨勢特點，在健身健康產業中扮演先驅者的角色。 動滋券適用品項：,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
164,SuperFIT極度塑身,100 臺北市中正區延平南路21號5樓,225376578,星期一至星期五，下午1：00至晚上10：00,https://superfit.com.tw/,SuperFIT矢志於幫助人們達成健康勻稱的體態，藉由改善不健康的飲食習慣，結合運動指導達到個人塑身最佳化的理想效果。 動滋券適用品項：,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
165,IGYM 愛健身萬大館,108 臺北市萬華區萬大路200號地下樓,223321688,平日7:00-23:00  假日7:00-23:00,http://www.igym.com,採用頂級MATRIX 健身器材、Crossfit區域，並有私人教練一對一教學。場館健身區多為自然採光，乾淨、明亮、舒適。 館內皆有教練可詢問重量訓練、阻力訓練、 TRX 懸吊式訓練、心肺運動、 有氧運動等相關資訊，提供您專業健身知識與器材正確使用姿勢，由於自行重訓的受傷案例時有所聞，因此建議為自己找一位專業的私人教練，增加健身目標的進度與效果。 動滋券適用品項：運動場館-健身,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
166,Pulse Gym 台北中山店,103 臺北市大同區南京西路30號2樓,225522892,週一到週日 AM10:00~PM11:00,https://www.pulsegym.com.tw/,KAHOTEK嘉和智能科技旗下Pulse Gym 健身房，以科技智慧大健康的理念推進健身房，定位與傳統健身產業區隔，透過教練的運動專業，服務的溫暖，將冰冷的科技暖化並系統化融入顧客的健康生活中，展現專業、溫暖、親切、趨勢特點，在健身健康產業中扮演先驅者的角色。 動滋券適用品項：,,運動場館或設施營建業,場館/課程,,,,,,,,,,,,,,,
167,Jungle Center叢零體適能中心,105 臺北市松山區公園路258號405,227668966,12:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,┎━━━━━━━┒ 隨心所欲，叢零開始 ┖━━━━━━━┚ 座落於台北市松山區的「Jungle叢零」，為全台最大的”體適能培訓旗艦中心”，不只見樹，更讓我們看見多元叢林。整合體適能、普拉提與禪柔的高規格培訓設備，創造多元平台，讓我們可以隨心所欲地享受，優化我們在運動表現上的感官體驗。 邁向健康的道路有很多種，藉由體適能、普拉提跟禪柔，如同叢林物種富饒多元，共生、共存且共榮；就如同我們的使命『叢零開始扎根，讓健康就此萌芽』。 ┎━━━━━━━━┒ 因防疫而生的運動空間 ┖━━━━━━━━┚ 疫情的影響，已不可抹滅，後疫情世代，提升自我免疫力更不容小覷，為了讓運動更安心，更放心，我們不惜斥資千萬，讓位於大地之母的Jungle，充滿沁人心脾的甘美空氣。除了獨立空氣清淨設備與全時段濕度控制，還配有紫光殺菌，甚至連輔具都選用AIREX特殊材料製成，達到抗菌、抑菌的目的。 動滋券適用品項：,,運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
168,社團法人台灣世界少棒聯盟會,114 臺北市內湖區民權東路6段11巷39-1號5樓,227911991,週一至周五 9:30-17:30,https://www.tllb.org.tw/,"簡稱:台灣世界少棒聯盟或TLLB 為世界少棒聯盟（Little League Baseball）總會於台灣區之官方認證分區組織。 自2022年起，負責台灣區Little League Baseball（LLB）所有事務， 包含台灣地區LLB及社區棒球推廣、球隊登錄、選拔賽…等。 動滋券適用品項：協會_其他體育運動協會,辦比賽",,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
169,Curves可爾姿芝山文林店,111 臺北市士林區蘭興里文林路７６２號２樓,228370020,週一~週五14:30-20:30；週六10:00-13:00,https://www.curves.com.tw/,Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (02)28370020 *店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
170,中華武術總會,105 臺北市松山區八德路三段120號11樓,225793100,每周一至周五早上9:00-17:30,https://www.taiwankungfu.org.tw/index.html,民國78年(西元1989年)9月30日，由武學耆老黃善德先生與多位愛好中華武術武學者所共同發起成立的武術性質團體，其發起單位為臺北市國術會。,,其他,其他,,,,,,,,,,,,,,,
171,300壯士跨時健身中心-西門店,108 臺北市萬華區福星里漢口街二段73號地下,223319777,24小時,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,為了健康很多人將運動養成習慣 尋求減壓放鬆 除非您不在意健康 否則從今天起您一定要認識300壯士跨時代健身中心 我們24小實為您服務 動滋券適用品項：,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
172,巧姿瑜珈企業社,100 臺北市中正區懷寧街74號7樓,223616699,9:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,,,其他,其他,,,,,,,,,,,,,,,
173,黑蝙蝠速度溜冰隊,115 臺北市南港區東明街5號,926352736,11:00~22:00,https://tpblackbat.org/,本團隊主要訓練速度型選手，總教練更是國家A級裁判、國家級教練，針對不同速度型選手給予不同的建議以及指導。 本團隊不僅在賽場上有優異的表現，曾經在2017國慶大典代表中華電信進行遊行以及2018年元旦升旗表演、2019年元旦遊行、2020年台北燈節…等等大型活動，更是許多媒體的新寵兒。 總教練堅持不斷的創新、改變，帶著對於滑輪溜冰的熱情，致力推廣滑輪溜冰。 我們相信，唯有努力不懈，才有更好的未來。 動滋券適用品項：傳播媒體,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
174,Dr.Stretch,103 臺北市大同區承德路一段一號,21828888,AM11-PM9,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,,,其他,其他,,,,,,,,,,,,,,,
175,臺北市內湖運動中心,114 臺北市內湖區洲子街12號,226562869,06:00-22:00,https://nhsc.cyc.org.tw/,"館內設施有游泳池、健身房、兒童體適能館、籃球場、壁球場、桌球場、撞球場及羽球場等運動設施。另有各項專業運動課程，歡迎所有愛好運動的民眾。 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,球類_其他球類,水域運動_游泳,戶外運動類_攀岩","運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,球類_其他球類,水域運動_游泳,戶外運動類_攀岩",運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
176,瘋桌遊大安店,106 臺北市大安區通化街28巷2號1樓,227036003,14:00~22:00、週日14:00~20:00  (週二、週四公休),https://www.phantasia.tw/booking/index/2,歡迎光臨❤️瘋桌遊大安店！我們是一家專門提供桌上遊戲的店家，讓您和朋友們在桌面上盡情展開精彩的遊戲競技。,,其他,其他,,,,,,,,,,,,,,,
177,驊采整合行銷股份有限公司,104 臺北市中山區建國北路一段71號4樓,287722055,0900-1800,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"運動賽會及活動行銷公關舉辦。 近期舉辦過： 第11屆【2023臺灣國際觀鳥馬拉松】 2023美利達兆豐銀行彰化經典百K 動滋券適用品項：戶外運動類_馬拉松/路跑,戶外運動類_自由車","戶外運動類_馬拉松/路跑,戶外運動類_自由車",運動傳播媒體或資訊出版業,平台/媒體/經營,,,,,,,,,,,,,,,
178,虹約健康專業核心運動訓練中心,106 臺北市大安區羅斯福路二段41號6樓之1,223918933,週一至週五 9:00-21:00、週六 9:00-17:00,https://www.irisdream.com.tw/index.asp,◎ 企業理念： 虹約健康企業社以將全方位健康概念提供給大眾為服務宗旨，以追求「全民健康」為目標。虹約全體員工均經過專業培訓，致力於提供最正確的健康資訊及醫療級的專業服務。虹約所提供優質、專業的運動課程及相關商品，以期讓人人能夠「加強核心肌群，打造完美身形，享受健康人生」。 ◎ 服務內涵包括： 核心運動的推廣與教學、師資培訓與派遣、提供身體/姿態評估及健康諮詢、與企業合作提供健康職場規劃諮詢與服務、健康生活相關商品之經銷與代購、健康資訊出版業等。 ◎ 『 虹約 』的企業識別以彩虹為主體，並佐上幸福的色彩，代表著與國人一同追求健康平安喜樂的彩虹約定為目標。 動滋券適用品項：其他_運動舞蹈,,運動休閒教育服務業,場館/課程,,,,,,,,,,,,,,,
179,高菖國際企業有限公司,111 臺北市士林區忠誠路一段21號,228352101,12:00-21:00,https://www.columbuscycling.net/,本店為捷安特績優經銷商，於天母地區在地經營三十年的資深經驗，始終秉持永續經營的理念服務廣大車友。提供最專業的維修調校、諮詢服務及完整的各大品牌周邊商品 動滋券適用品項：,,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
180,桃園領航猿籃球隊,114 臺北市內湖區新湖一路218號3樓,277350888,0900-1700,https://pyct-basketball.com.tw/,璞園建築團隊於2020年加入P. League+台灣職業籃球聯盟，並成立「桃園領航猿」籃球隊，發展屬地主義，與桃園在地結合。 動滋券適用品項：,,職業或業餘運動業,隊伍/賽事,,,,,,,,,,,,,,,
181,閃動格子 台北旗艦店,104 臺北市中山區德惠街23號地下樓,266057090,每天 09:00-23:00,https://www.cybercube.com.tw/,"《閃動格子》的故事充滿了激情和創新的精神。我們的根基來自於《光穹遊戲》，光穹在2018年以 ""Spotlight Yourself"" 為核心理念， 致力於為玩家提供高品質的遊戲體驗。光穹遊戲的創立初衷是讓每一位玩家能夠親手創造獨特的回憶，透過精緻的劇情和充滿情感的遊戲內容，讓玩家彷彿身臨其境，深度沉浸於遊戲的世界中。 隨著時間的推移，光穹遊戲逐漸積累了豐富的遊戲設計經驗，並且對玩家需求有了更深入的了解。在這樣的基礎上，2023年底，光穹遊戲踏上了一段全新的冒險旅程。 我們融合了創辦人們的專業優勢以及多年來所積累的豐富知識，成立了全新的子公司 ——《閃動格子》。 《閃動格子》是台灣首家融合感應式LED地磚和體感遊戲的創新公司。我們的遊戲系統以賽博龐克風格為主題，通過感應地磚為玩家提供前所未有的多人挑戰體驗。 這款遊戲獨具匠心，玩家在不同顏色的感應磚上跳躍和奔跑，挑戰各種關卡。遊戲不僅考驗玩家的反應速度，還融合了運動和視覺享受，帶來一種全新的刺激和娛樂體驗。 《閃動格子》的誕生，既是光穹遊戲理念的延續，也是一個全新的創新篇章。我們希望透過這款獨特的體感互動遊戲， 為玩家們帶來更多激動人心的冒險與挑戰，並繼續陪伴每一位玩家，共同探索和創造屬於自己的難忘故事。 動滋券適用品項：其他_其他",,運動用品或器材租賃業,用品/器材,,,,,,,,,,,,,,,
